Date,Time,Request ID,Property Name,Floor,Space,Request Type,Sub Type,Status,Priority,Crew,Date Closed,Original Message,Originated From,Asset#,Complete By,Labor Hours,Billing Type,Initial Work Complete Date,Initial Work Complete Comment
03-06-2023,8:39 AM PST,369915,Centre For Athletics Recreation And Special Abilities (CARSA),1,B113,Repair,Lighting,Closed,3- Routine,Electrical - Lighting,03-06-2023 09:42,"Lighting fixture has fallen from ceiling and is hanging above weight equipment,.  It is a safety concern and need to be repaired asap.    thanks",Self-Service,,4/17/2023 8:39 AM,2,GEN_MAINT,03-06-2023 09:42,Updated
03-07-2023,1:21 PM PST,370069,Centre For Athletics Recreation And Special Abilities (CARSA),0,A020,Repair,Lighting,Closed,3- Routine,Electrical,3/16/2023 11:31 AM,Replace lights in covered lading zone at back of Performance gym    Thanks  ,Self-Service,,4/18/2023 1:21 PM,3,GEN_MAINT,3/16/2023 11:31:00 AM,Status has been changed to ''Closed''.
03-10-2023,12:01 PM PST,370316,McKinnon Building,0,29,Repair,Plumbing and Fixtures,Closed,3- Routine,Plumbing,3/13/2023 2:06 PM,One of the nozzels in the men's shower (pool access) is leaking/running.,Self-Service,,4/21/2023 12:01 PM,1,GEN_MAINT,3/13/2023 2:06:00 PM,Updated
3/17/2023,12:32 PM PDT,370779,McKinnon Building,1,101,Repair,Doors / Locks / Keys,Open,3- Routine,Carpentry,,"The exterior door with the handle, closest set of doors to the bookstore, can not be unlocked as the Allen key bolt for tightening/ locking the handle in, is missing or doesn't work.",Self-Service,,4/28/2023 12:32 PM,0,GEN_MAINT,,
3/18/2023,2:50 PM PDT,370808,McKinnon Building,0,13,Repair,Equipment,Assigned To Tech,3- Routine,Mechanical - Buildings,,The laundry washing machine is required to be serviced.  The control know does not allow the washer to function the various cycles.  The washer is a commercial grade unit.  Here are the specs:  WASCOMAT SENIOR W123,Self-Service,,05-01-2023 07:30,0,CUST_FUNDED,,
3/21/2023,9:17 AM PDT,370926,Centre For Athletics Recreation And Special Abilities (CARSA),2,227,Repair,Plumbing and Fixtures,Closed,1 - Urgent,Plumbing,3/21/2023 11:47 AM,"URGENT.... The left hand sink in the women's washroom is plugged.  Can we please get it fixed asap as it is heavily used (directly across from spin studio).  Thanks, Michelle",Self-Service,,3/22/2023 9:17 AM,1,GEN_MAINT,3/21/2023 11:47:00 AM,Updated
3/21/2023,2:16 PM PDT,370972,Ian H. Stewart Complex,2,250,Repair,Paint / Flooring / Surfaces,Closed,3- Routine,Carpentry,3/24/2023 2:15 PM,Ice rink board(s) repair.     Thank you,Self-Service,,05-02-2023 14:16,3,GEN_MAINT,3/23/2023 7:39:00 AM,Updated
3/21/2023,2:20 PM PDT,370974,Ian H. Stewart Complex,2,250,Repair,Equipment,Closed,3- Routine,Mechanical – Vehicles ,3/23/2023 12:34 PM,"May we have a handle welded back on the one of the ice rink gates, please",Self-Service,,05-02-2023 14:20,1.5,CUST_FUNDED,3/23/2023 12:34:00 PM,Status has been changed to ''Closed''.
3/21/2023,2:25 PM PDT,370975,McKinnon Building,0,29,Repair,Plumbing and Fixtures,Closed,3- Routine,Plumbing,3/21/2023 3:37 PM,"Shower closest to pool entrance is leaking. perhaps that nozzle can be moved to one of the others not facing the pool entrance, please.",Self-Service,,05-02-2023 14:25,0,GEN_MAINT,3/21/2023 3:37:00 PM,Updated
3/22/2023,3:53 PM PDT,371058,Ian H. Stewart Complex,2,250,Repair,Equipment,Closed,3- Routine,Mechanical – Vehicles ,04-04-2023 11:27,"Zamboni accident, may need left front wheel changed and a few things need straightening",Self-Service,EQU001439,05-03-2023 15:53,3,CUST_FUNDED,04-04-2023 11:27,Status has been changed to ''Closed''.
3/27/2023,10:46 AM PDT,371257,Centre For Athletics Recreation And Special Abilities (CARSA),0,A020,Repair,Doors / Locks / Keys,Closed,3- Routine,Electrical,04-04-2023 10:32,Garage door for Performance gym not working please look at and repair asap. Distribution would like to pick up their tables and chairs.    Thanks  Paul  ,Self-Service,,05-08-2023 10:46,0,GEN_MAINT,04-04-2023 10:32,Status has been changed to ''Closed''.
3/28/2023,11:11 AM PDT,371321,Centre For Athletics Recreation And Special Abilities (CARSA),1,B113,Repair,Equipment,Closed,3- Routine,Mechanical - Buildings,5/15/2023 8:20 AM,"-	Lat pull down (single cable) in Varsity on the multi station has a section near the top that is missing the plastic coating.  Needs to be replaced.   -	3rd treadmill from the right (Upstairs FWC) needs the foot holder re-screwed as it has become undone ",Self-Service,,05-09-2023 11:11,1,CUST_FUNDED,5/15/2023 8:19:00 AM,"Cable replaced, treadmill foot holder, referred   to Carpentry shop"
3/28/2023,1:19 PM PDT,371334,Centennial Stadium,0,B020,Repair,Plumbing and Fixtures,Closed,3- Routine,Plumbing,3/31/2023 6:31 AM,"The sixth toilet from the right (facing the bank of stalls) does not flush. Please repair, thanks.",Self-Service,,05-09-2023 13:19,2,CUST_FUNDED,3/31/2023 6:31:00 AM,Updated
3/29/2023,9:42 AM PDT,371383,Centre For Athletics Recreation And Special Abilities (CARSA),2,227,Repair,Plumbing and Fixtures,Closed,3- Routine,Plumbing,3/29/2023 10:10 AM,Automatic flush has a screw missing and loose screws to one of the toilets in women's washroom,Self-Service,,05-10-2023 09:42,0,GEN_MAINT,3/29/2023 10:10:00 AM,Updated
3/29/2023,9:46 AM PDT,371384,Centre For Athletics Recreation And Special Abilities (CARSA),2,225,Repair,Doors / Locks / Keys,Closed,3- Routine,Carpentry,3/30/2023 2:22 PM,"Bath room door doesn't close, looks like one of the hinges is bent    ",Self-Service,,05-10-2023 09:46,1,GEN_MAINT,3/30/2023 2:22:00 PM,Status has been changed to ''Closed''.
3/29/2023,9:50 AM PDT,371385,Centre For Athletics Recreation And Special Abilities (CARSA),2,225,Repair,Doors / Locks / Keys,Closed,3- Routine,Carpentry,04-11-2023 15:40,Please change locks on bathroom doors so they can not be locked from the inside.  They were changed at the start of covid to allow 1 person usage.      Upstairs bathrooms 225 & 227  Outdoor bathrooms B137 & B139,Self-Service,,05-10-2023 09:50,1,GEN_MAINT,04-11-2023 15:40,Completed
3/29/2023,11:37 AM PDT,371397,Centre For Athletics Recreation And Special Abilities (CARSA),2,A245,Repair,Lighting,Closed,3- Routine,Electrical - Lighting,3/30/2023 9:09 AM,ceiling light above desks is flickering,Self-Service,,05-10-2023 11:37,1,GEN_MAINT,3/30/2023 9:09:00 AM,Updated
3/29/2023,4:22 PM PDT,371428,Centre For Athletics Recreation And Special Abilities (CARSA),2,225,Repair,Doors / Locks / Keys,Closed,3- Routine,Carpentry,04-06-2023 11:48,Men's washroom door doesn't close completely unless you push shut,Self-Service,,05-11-2023 07:30,1,GEN_MAINT,04-06-2023 11:48,Status has been changed to ''Closed''.
3/30/2023,9:26 AM PDT,371451,Centre For Athletics Recreation And Special Abilities (CARSA),2,236,Repair,Other,Closed,3- Routine,Carpentry,04-12-2023 13:59,Sign has come down from outside activity studio and needs to be rehung.    I have the sign in my office B107    Thanks  Paul,Self-Service,,05-11-2023 09:26,1,GEN_MAINT,04-11-2023 08:57,Work Completed
3/30/2023,2:01 PM PDT,371475,Centre For Athletics Recreation And Special Abilities (CARSA),2,A225,Repair,Lighting,Closed,3- Routine,Electrical - Lighting,3/31/2023 11:08 AM,There are three lights (sets?) out in the student work area of the CARSA Administration.,Self-Service,,05-11-2023 14:01,1.5,GEN_MAINT,3/31/2023 11:08:00 AM,Updated
3/31/2023,3:35 PM PDT,371535,Volleyball Court - ISC,_General,_General,Repair,Grounds Improvements,Closed,3- Routine,Landscape and Turf,4/19/2023 10:44 AM,"May we have the Sand Volleyball courts cleaned up please (sand, grass, etc.)     Thanks",Self-Service,,05-12-2023 15:35,2,CUST_FUNDED,4/14/2023 1:20:00 PM,Cleaned up Sand volleyball Courts as per request.
04-05-2023,1:32 PM PDT,373068,Centre For Athletics Recreation And Special Abilities (CARSA),1M,A170,Repair,Equipment,Closed,3- Routine,Carpentry,04-12-2023 14:22,Glass awards cabinet door will not slide closed. Concourse level of Performance gym    Please look at asap    Items cannot be secured,Self-Service,,5/17/2023 1:32 PM,1,GEN_MAINT,04-05-2023 15:49,Work Completed
04-05-2023,1:59 PM PDT,373072,Centennial Stadium,_General,_General,Repair,Grounds Improvements,Closed,3- Routine,Landscape and Turf,04-12-2023 07:01,May we have the lines for the shot-put circle line refreshed please (the one just outside the Stadium),Self-Service,,5/17/2023 1:59 PM,1.5,CUST_FUNDED,04-11-2023 13:17,Put the down chalk lines for Shot-Put
04-12-2023,5:59 AM PDT,373297,Centre For Athletics Recreation And Special Abilities (CARSA),2,214,Repair,Other,Closed,3- Routine,Paint,7/20/2023 10:59 AM,need North Glass to replace glass panel to squash court and order another.    thanks ,Self-Service,,5/24/2023 7:30 AM,0,CUST_FUNDED,06-08-2023 14:51,Work complete. Invoice submitted.
04-12-2023,6:03 AM PDT,373298,Centre For Athletics Recreation And Special Abilities (CARSA),_General,_General,Repair,Building Exterior,Closed,3- Routine,Carpentry,6/28/2023 10:00 AM,Exterior panel of building is broken and needs to be replaced in gravel parking lot    please replace asap    thanks,Self-Service,,5/24/2023 7:30 AM,1.5,CUST_FUNDED,6/19/2023 8:37:00 AM,Updated
04-12-2023,9:31 AM PDT,373316,Centre For Athletics Recreation And Special Abilities (CARSA),2,201,Repair,Equipment,Closed,3- Routine,Carpentry,4/13/2023 1:46 PM,wood base for treadmill needs to be reattached to floor - carpenters please    thanks,Self-Service,,5/24/2023 9:31 AM,2,CUST_FUNDED,4/13/2023 12:36:00 PM,Updated
4/18/2023,4:25 PM PDT,373636,Centennial Stadium,1,A104,Repair,Plumbing and Fixtures,Closed,3- Routine,Plumbing,4/19/2023 1:41 PM,The second toilet from the left does not work (no water/flush).  thanks,Self-Service,,5/31/2023 7:30 AM,1,CUST_FUNDED,4/19/2023 1:41:00 PM,Updated
4/20/2023,9:07 AM PDT,373710,Centennial Stadium,_General,_General,Repair,Fabrications and Welding,Closed,1 - Urgent,Mechanical - Buildings,5/19/2023 11:17 AM,Urgent request for the steeple chase pit jump to have some welding done and replace a missing pin.  We have track meets that need use of the jump asap.    Please repair ASAP,Self-Service,,4/21/2023 9:07 AM,4.5,CUST_FUNDED,5/19/2023 11:15:00 AM,Work Completed
4/20/2023,3:57 PM PDT,373768,McKinnon Building,0,14,Repair,Pests / Rodents / Infestations / Other,Closed,3- Routine,Resource Coordinators,4/21/2023 8:33 AM,Ants in the Pool Office along the pool side wall,Self-Service,,06-01-2023 15:57,0,GEN_MAINT,4/21/2023 8:33:00 AM,Status has been changed to ''Closed''.    Assignment has been changed to . Resource Coordinator User.
4/26/2023,8:43 AM PDT,374027,Centre For Athletics Recreation And Special Abilities (CARSA),2,A249,Repair,Other,Closed,3- Routine,Carpentry,4/28/2023 2:29 PM,3 drawer cabinet top drawer will not close,Self-Service,,06-07-2023 08:43,1,GEN_MAINT,4/27/2023 11:03:00 AM,Work Completed
4/26/2023,11:04 AM PDT,374049,Centre For Athletics Recreation And Special Abilities (CARSA),1,B102,Repair,Doors / Locks / Keys,Closed,3- Routine,Carpentry,4/27/2023 12:49 PM,"B102 Door handle is separating from from door, looks like its bent    B107 keys keep getting stuck in lock, it is stick and won't turn at times    Exterior Field door by laundry will not latch properly, top keeps door from closing at times",Self-Service,,06-07-2023 11:04,1.5,GEN_MAINT,4/27/2023 12:47:00 PM,All doors have been serviced and tested.
4/26/2023,11:07 AM PDT,374050,Centre For Athletics Recreation And Special Abilities (CARSA),1,B113,Repair,Equipment,Closed,3- Routine,Carpentry,4/27/2023 11:26 AM,Bench in Varsity work out area is missing a screw,Self-Service,,06-07-2023 11:07,1,CUST_FUNDED,4/27/2023 11:26:00 AM,Status has been changed to ''Closed''.
05-01-2023,10:26 AM PDT,374202,Ian H. Stewart Complex,2,252,Repair,Vehicle,Closed,3- Routine,Mechanical – Vehicles ,5/25/2023 1:43 PM,The throttle switch on the Zamboni is not working. Can't bring the revs up to drive/operate,Self-Service,EQU001439,06-12-2023 10:26,0.5,CUST_FUNDED,5/25/2023 1:43:00 PM,Status has been changed to ''Closed''.
05-02-2023,1:52 PM PDT,375213,Centre For Athletics Recreation And Special Abilities (CARSA),1,B102,Repair,Lighting,Closed,2 - High,Electrical - Lighting,06-01-2023 10:16,"Lights out through out the building    Equipment Desk B107  Walk of Excellence Ramp 1  Above the vending machine across the membership services desk A101  Between the men and women basketball changeroom (Performance Gym)  S7  Varsity weight room, weight room upstairs & downstairs  Second floor by Squash court 4 & by railing Room 201  Finally stretching area Room 222    Thanks      ",Self-Service,,05-04-2023 13:52,16.5,GEN_MAINT,06-01-2023 10:16,Updated
05-05-2023,12:42 PM PDT,375580,Centre For Athletics Recreation And Special Abilities (CARSA),1,B107,Repair,Equipment,Closed,3- Routine,Mechanical - Buildings,5/17/2023 7:52 AM,Dumbbell to be tightened and repaired.  In room B107,Self-Service,,6/16/2023 12:42 PM,1,CUST_FUNDED,5/17/2023 7:51:00 AM,Work Completed
05-05-2023,4:24 PM PDT,375604,Playing Field 2,_General,_General,Repair,Doors / Locks / Keys,Closed,3- Routine,Carpentry,05-09-2023 13:01,The lock (key 3659) is stuck/broken closed. May we have it repaired or replaced please.,Self-Service,,6/19/2023 7:30 AM,0.5,CUST_FUNDED,05-09-2023 07:40,Work Complete.
05-08-2023,11:48 AM PDT,375661,McKinnon Building,_General,_General,Repair,Plumbing and Fixtures,Closed,3- Routine,Plumbing,05-10-2023 15:51,"Dave Chiddle: request to repair valve at UVic Sailing Compound/Cadboro Bay. Access to compound is 7166. Fixture is at the NE corner of the white shed, gate closest to beach access.     Jason Wright 250 507 -1968 or jwright@uvic.ca",Self-Service,,6/19/2023 11:48 AM,2,CUST_FUNDED,05-10-2023 15:51,Updated
05-10-2023,7:04 AM PDT,375875,Centre For Athletics Recreation And Special Abilities (CARSA),1,B160A,Repair,Plumbing and Fixtures,Closed,3- Routine,Plumbing,05-10-2023 13:42,"urinal in men's change room in running, please look at and repair.    Thanks     ",Self-Service,,6/21/2023 7:30 AM,1.5,GEN_MAINT,05-10-2023 13:42,Updated
05-10-2023,10:59 AM PDT,375904,Centre For Athletics Recreation And Special Abilities (CARSA),0,A020,Repair,Equipment,Closed,3- Routine,Mechanical - Buildings,05-12-2023 16:00,Peter Divis please replace alignment pin on basketball hoop in Performance Gym.  See Paul for parts.      Thanks,Self-Service,,6/21/2023 10:59 AM,1,CUST_FUNDED,05-12-2023 16:00,Work Completed
05-12-2023,12:23 PM PDT,376055,Playing Field 3,_General,_General,Repair,Doors / Locks / Keys,Closed,3- Routine,Carpentry,5/19/2023 7:47 AM,Field 3 lock on single gate closest to the Stadium has gone missing. May we have a new one please. # 3659. There is a Campus Security lock on the gate now. ,Self-Service,,6/23/2023 12:23 PM,1,CUST_FUNDED,05-12-2023 15:10,Work Complete
05-12-2023,4:41 PM PDT,376070,McKinnon Building,0,10,Repair,Paint / Flooring / Surfaces,Closed,3- Routine,Paint,06-06-2023 16:38,Pool Deck tiles: a section of tiles has come up on the pool deck. It is marked off with tape and cones and is in a high traffic area. Thanks,Self-Service,,6/26/2023 7:30 AM,0,GEN_MAINT,06-06-2023 16:38,Status has been changed to ''Closed''.
5/15/2023,3:54 PM PDT,376207,Centennial Stadium,1,A116,Repair,Plumbing and Fixtures,Closed,3- Routine,Plumbing,5/16/2023 10:27 AM,"Stall on right, toilet closest to urinals is clogged.Unable to clear it. ",Self-Service,,6/26/2023 3:54 PM,1,CUST_FUNDED,5/16/2023 10:26:00 AM,Work Completed
5/15/2023,3:56 PM PDT,376208,Centennial Stadium,1,A116,Repair,Equipment,Closed,3- Routine,Carpentry,5/29/2023 8:27 AM,"Toilet paper dispenser in end stall (accessible) is broken, will not close.  ",Self-Service,,6/26/2023 3:56 PM,1,CUST_FUNDED,5/23/2023 1:51:00 PM,Work Completed
5/15/2023,3:58 PM PDT,376209,Centennial Stadium,0,B008,Repair,Doors / Locks / Keys,Closed,3- Routine,Carpentry,5/19/2023 12:34 PM,washroom door does not lock,Self-Service,,6/26/2023 3:58 PM,0.75,CUST_FUNDED,5/16/2023 9:39:00 AM,work complete.
5/15/2023,4:01 PM PDT,376210,Centennial Stadium,1,A104,Repair,Plumbing and Fixtures,Closed,3- Routine,Plumbing,5/18/2023 8:57 AM,Second toilet from the left does not flush properly,Self-Service,,6/27/2023 7:30 AM,0.5,CUST_FUNDED,5/18/2023 8:57:00 AM,Updated
5/17/2023,10:23 AM PDT,376368,Centre For Athletics Recreation And Special Abilities (CARSA),1,B113,Repair,Equipment,Closed,3- Routine,Mechanical - Buildings,06-05-2023 12:59,Peter Divis please repair and replace upholstery on benches and equipment in the weight room    Thanks ,Self-Service,,6/28/2023 10:23 AM,14,CUST_FUNDED,06-01-2023 08:21,Removed and replaced pads for reupholstering.
5/17/2023,2:50 PM PDT,376419,McKinnon Building,0,10,Repair,Electrical,Closed,3- Routine,Electrical,5/18/2023 2:47 PM,A ground prong has broken off in the wall outlet closest to the Pool Office and Fountain,Self-Service,,6/28/2023 2:50 PM,0.5,GEN_MAINT,5/18/2023 2:47:00 PM,Updated
5/17/2023,4:17 PM PDT,376431,Centre For Athletics Recreation And Special Abilities (CARSA),_General,_General,Repair,Doors / Locks / Keys,Closed,3- Routine,Carpentry,5/19/2023 7:35 AM,"caddie drawer / key are not easy to operate, lock very sticky Key #206  see attached photo",Self-Service,,6/29/2023 7:30 AM,0.5,GEN_MAINT,5/18/2023 2:51:00 PM,Work complete.
5/18/2023,3:04 PM PDT,376490,McKinnon Building,1,115,Repair,Electrical,Closed,3- Routine,Electrical - Lighting,5/23/2023 9:58 AM,Lights out in hallway outside the janitorial room.,Self-Service,,6/29/2023 3:04 PM,0.5,GEN_MAINT,5/23/2023 9:58:00 AM,Updated
5/19/2023,6:36 AM PDT,376511,Centre For Athletics Recreation And Special Abilities (CARSA),1,B150A,Repair,Lighting,Closed,3- Routine,Electrical - Lighting,5/24/2023 4:31 AM,light out in washroom area of women's change room B150A    Please replace     Thanks,Self-Service,,6/30/2023 7:30 AM,1,GEN_MAINT,5/24/2023 4:31:00 AM,Updated
5/23/2023,4:28 PM PDT,376637,Ian H. Stewart Complex,_General,_General,Repair,Building Exterior,Open,3- Routine,Paint,,"A neighbor on Teakwood Place has alerted me to some significant graffiti on the side of the ISC complex (fieldhouse) that needs attention as soon as possible.   Photo attached.   I had to put our rink's account number in to create this work order, but not sure who this gets charged to.",Self-Service,,07-05-2023 07:30,0,GEN_MAINT,,
5/26/2023,10:36 AM PDT,376826,Centre For Athletics Recreation And Special Abilities (CARSA),1,107,Repair,Doors / Locks / Keys,Closed,3- Routine,Carpentry,5/31/2023 3:34 PM,Door does not close well by itself need to be looked at.    thanks,Self-Service,,07-07-2023 10:36,1.5,GEN_MAINT,5/31/2023 3:34:00 PM,Completed
5/26/2023,10:40 AM PDT,376827,Centre For Athletics Recreation And Special Abilities (CARSA),1,B160A,Repair,Doors / Locks / Keys,Closed,3- Routine,Carpentry,6/28/2023 10:00 AM,"Bracket for washroom door is broken, please look at and replace.    Thanks",Self-Service,,07-07-2023 10:40,1,GEN_MAINT,06-07-2023 11:26,Work Completed
5/26/2023,1:51 PM PDT,376848,Centennial Stadium,_General,_General,Repair,Pests / Rodents / Infestations / Other,Closed,3- Routine,,5/26/2023 2:02 PM,Wasp nest outside of the centre window of the timing tower. One of the regular track marshals has a serious allergy.,Self-Service,,07-07-2023 13:51,0,CUST_FUNDED,5/26/2023 2:02:00 PM,Status has been changed to ''Closed''.
5/26/2023,2:57 PM PDT,376856,Centre For Athletics Recreation And Special Abilities (CARSA),_General,_General,Repair,Fabrications and Welding,Closed,3- Routine,Mechanical - Buildings,10/19/2023 11:40 AM,"Good afternoon,      While attempting to park a vendor food truck the railing was clipped, bent, and broken off.  Please repair at your earliest convenience.  Thank you.",Self-Service,,07-07-2023 14:57,1,CUST_FUNDED,10/19/2023 11:40:00 AM,Status has been changed to ''Closed''.
5/29/2023,6:35 AM PDT,376876,Centre For Athletics Recreation And Special Abilities (CARSA),2,B205,Repair,Equipment,Closed,3- Routine,Mechanical - Buildings,06-05-2023 13:03,"Need ASAP     Peter Divis please replace basket ball hoop in field house, zone 1.  As well please check hoops and padding as we have basketball tournaments starting next weekend.    Please complete asap.    Thanks Paul",Self-Service,,07-10-2023 07:30,4.5,CUST_FUNDED,06-02-2023 12:31,Work Completed
5/29/2023,11:14 AM PDT,376930,Centre For Athletics Recreation And Special Abilities (CARSA),1,B160A,Repair,Doors / Locks / Keys,Closed,3- Routine,Carpentry,06-06-2023 14:07,Door has come off of bath room stall in the men's changeroom.  Please repair.    Thanks  Paul  ,Self-Service,,07-10-2023 11:14,3,GEN_MAINT,5/30/2023 3:52:00 PM,done
5/31/2023,9:23 AM PDT,377053,Centre For Athletics Recreation And Special Abilities (CARSA),0,A007,Repair,Lighting,Closed,3- Routine,Electrical - Lighting,06-02-2023 05:11,Lights out:  at entrance to Walk of Excellence  entry ramp towards Equipment Desk  Men's & Women's Basketball team rooms    Please replace,Self-Service,,07-12-2023 09:23,3.5,GEN_MAINT,06-02-2023 05:11,Updated
5/31/2023,4:06 PM PDT,377118,Centennial Stadium,0,_General,Repair,Electrical,Open,3- Routine,Electrical,,The Centennial Stadium video board is requiring a voltage test to determine if the correct voltages are present,Self-Service,,7/13/2023 7:30 AM,1.5,CUST_FUNDED,,
06-01-2023,5:53 PM PDT,377196,McKinnon Building,0,42,Repair,Doors / Locks / Keys,Closed,3- Routine,Carpentry - Supervisor ,06-05-2023 09:39,Door for the accessibility stall in Women's Washroom does not work,Self-Service,,7/14/2023 7:30 AM,0,GEN_MAINT,06-05-2023 09:39,Duplicate work order
06-02-2023,1:34 PM PDT,378838,Centre For Athletics Recreation And Special Abilities (CARSA),1,B139,Repair,Equipment,Closed,3- Routine,Carpentry,06-06-2023 14:07,Toilet paper dispenser needs to be repaired or replaced in men's outdoor washroom.  It will not close.  I have taped it shut as a quick fix.    Thanks,Self-Service,,7/14/2023 1:34 PM,1,GEN_MAINT,06-05-2023 11:52,Work Completed
06-07-2023,10:22 AM PDT,379079,Centennial Stadium,0,B008,Repair,Doors / Locks / Keys,Closed,3- Routine,Carpentry,06-12-2023 07:32,The washroom door does not lock,Self-Service,,7/19/2023 10:22 AM,1,CUST_FUNDED,06-12-2023 07:32,WORK COMPLETE
06-12-2023,1:32 PM PDT,379316,McKinnon Building,1,L37,Repair,Elevator Service Call,Closed,3- Routine,Resource Coordinators,6/14/2023 8:07 AM,The Garaventa lift is broken. May we have it repaired please?    ,Self-Service,EQU002374,7/24/2023 1:32 PM,0,GEN_MAINT,6/14/2023 8:07:00 AM,Status has been changed to ''Closed''.
6/13/2023,7:48 AM PDT,379334,Centre For Athletics Recreation And Special Abilities (CARSA),2,B211,Repair,Doors / Locks / Keys,Closed,3- Routine,Carpentry,6/29/2023 10:32 AM,Door alarms are getting low batteries to be replaced.  Please replace batteries in alarmed doors in the field house and the stairwell across from the equipment desk some of them are starting to beep as low battery.    Thanks  Paul  ,Self-Service,,7/25/2023 7:48 AM,1.5,GEN_MAINT,6/29/2023 9:36:00 AM,WORK COMPLETE.
6/14/2023,10:40 AM PDT,379421,McKinnon Building,1,167,Repair,Plumbing and Fixtures,Closed,3- Routine,Plumbing,6/14/2023 3:11 PM,One of the toilets is running in the Men's Washroom. It has been constantly running for several hours,Self-Service,,7/26/2023 10:40 AM,0,GEN_MAINT,6/14/2023 3:11:00 PM,Updated
6/14/2023,11:16 AM PDT,379429,Centre For Athletics Recreation And Special Abilities (CARSA),1,103A,Repair,Plumbing and Fixtures,Closed,3- Routine,Plumbing,6/14/2023 3:28 PM,Please turn the water on to the sink in the half time concession area.    ,Self-Service,,7/26/2023 11:16 AM,0.5,CUST_FUNDED,6/14/2023 3:28:00 PM,Updated
6/14/2023,2:37 PM PDT,379506,McKinnon Building,0,47,Repair,Plumbing and Fixtures,Closed,3- Routine,Plumbing,6/19/2023 1:10 PM,The accessibility shower in the Women's change room is broken,Self-Service,,7/26/2023 2:37 PM,0.5,GEN_MAINT,6/19/2023 1:10:00 PM,Updated
6/14/2023,3:46 PM PDT,379509,McKinnon Building,0,47,Repair,Other,Closed,3- Routine,Carpentry,7/21/2023 3:21 PM,The accessibility shower in the Women's change room is broken,Self-Service,,7/26/2023 3:46 PM,1,GEN_MAINT,07-04-2023 15:56,Work Completed
6/14/2023,3:49 PM PDT,379511,McKinnon Building,0,47,Repair,Plumbing and Fixtures,Closed - Admin,3- Routine,ADMIN,7/31/2023 1:15 PM,"Parent   - The accessibility shower in the Women's change room is broken.   Plumbing 379506  - Assist as required,   Carpentry 379509  - Fix loose grab bar Beside seat in accessible shower.",Self-Service,,7/26/2023 3:49 PM,0,GEN_MAINT,7/31/2023 1:15:00 PM,Closed following child work order completion.
6/16/2023,10:41 AM PDT,379584,Centre For Athletics Recreation And Special Abilities (CARSA),2,A228,Repair,"Heating, Ventilation, Air Conditioning",Closed,3- Routine,Mechanical - Controls,7/13/2023 2:55 PM,I believe the actuator that is controlling the ventilation louvers has failed to open the dampers.  Please inspect that this system if functioning optimally.,Self-Service,,7/28/2023 10:41 AM,2,GEN_MAINT,6/28/2023 2:29:00 PM,Work Complete on Control side.
6/19/2023,12:20 PM PDT,379669,McKinnon Building,0,42,Repair,Plumbing and Fixtures,Closed,3- Routine,Plumbing,6/19/2023 1:11 PM,Toilet continuously flushing  ,Self-Service,,7/31/2023 12:20 PM,0.5,GEN_MAINT,6/19/2023 1:11:00 PM,Updated
6/19/2023,12:24 PM PDT,379670,Centennial Stadium,1,A104,Repair,Equipment,Closed,3- Routine,Carpentry,6/28/2023 11:54 AM,Soap dispenser in women's washroom is broken,Self-Service,,7/31/2023 12:24 PM,1,CUST_FUNDED,6/27/2023 1:02:00 PM,Work Completed
6/19/2023,12:26 PM PDT,379671,Centennial Stadium,1,A104,Repair,Equipment,Closed,3- Routine,Carpentry,6/28/2023 11:54 AM,Toilet paper dispenser in the accessibility stall is broken,Self-Service,,7/31/2023 12:26 PM,1,CUST_FUNDED,6/21/2023 2:51:00 PM,Work Completed
6/21/2023,3:30 PM PDT,379893,Centre For Athletics Recreation And Special Abilities (CARSA),2,A235,Repair,Plumbing and Fixtures,Closed,3- Routine,Plumbing,6/26/2023 3:34 PM,DISHWASHER IN KITCHEN IS LEAKING,Self-Service,,08-02-2023 15:30,1,GEN_MAINT,6/23/2023 7:59:00 AM,Work Completed
6/22/2023,8:57 AM PDT,379909,Centre For Athletics Recreation And Special Abilities (CARSA),2,A235,Repair,"Heating, Ventilation, Air Conditioning",Closed,3- Routine,Mechanical - Buildings,6/28/2023 10:51 AM,"There is a loud, mechanical, screeching noise coming out of the air vent above the photocopier. It sounds like a fan blade scraping or that has come loose.  It stops and starts and is distracting for staff working near it.",Self-Service,,08-03-2023 08:57,4.5,GEN_MAINT,6/28/2023 10:48:00 AM,Work Completed
6/22/2023,9:11 AM PDT,379910,Centre For Athletics Recreation And Special Abilities (CARSA),2,S9,Repair,Lighting,Closed,3- Routine,Electrical - Lighting,6/27/2023 6:43 AM,"Lights out in stairwell #9    Please replace, Thanks",Self-Service,,08-03-2023 09:11,2,GEN_MAINT,6/27/2023 6:43:00 AM,Updated
6/22/2023,10:50 AM PDT,379921,McKinnon Building,0,27,Repair,Lighting,Closed,3- Routine,Electrical - Lighting,6/23/2023 5:30 AM,Light out at the end of the shower change area,Self-Service,,08-03-2023 10:50,2.5,GEN_MAINT,6/23/2023 5:30:00 AM,Updated
6/22/2023,11:52 AM PDT,379932,Ian H. Stewart Complex,2,250,Repair,Other,Closed,3- Routine,Carpentry,8/23/2023 8:43 AM,"Four rink board panels and one door panel, needs to be replaced (photos attached).   ",Self-Service,,08-03-2023 11:52,0.5,CUST_FUNDED,7/31/2023 1:51:00 PM,Work Completed
